"ADM_RATE","CONTROL","net_cost","income_group"
0.6995,"Private",9559,"Q3"
0.7259,"Private",16706,"Q3"
0.3978,"Private",22134,"Q3"
0.6841,"Public",NA,"Q3"
0.6996,"Public",NA,"Q3"
0.683,"Private",18436,"Q3"
0.4226,"Public",NA,"Q3"
0.5816,"Private",24231,"Q3"
0.5764,"Private",24058,"Q3"
0.9922,"Public",NA,"Q3"
0.6027,"Private",7499,"Q3"
0.3826,"Private",19422,"Q3"
0.7757,"Public",NA,"Q3"
0.7249,"Public",NA,"Q3"
0.7668,"Public",NA,"Q3"
0.9316,"Public",NA,"Q3"
0.7843,"Private",15330,"Q3"
0.772,"Private",16933,"Q3"
0.7225,"Private",18840,"Q3"
0.7412,"Private",23054,"Q3"
0.1274,"Private",9047,"Q3"
0.9974,"Public",NA,"Q3"
0.4894,"Private",22504,"Q3"
0.8049,"Public",NA,"Q3"
0.5861,"Private",21369,"Q3"
0.5747,"Private",30643,"Q3"
0.8065,"Private",25671,"Q3"
0.4685,"Private",24345,"Q3"
0.9258,"Public",NA,"Q3"
0.423,"Private",20634,"Q3"
0.5516,"Private",16557,"Q3"
0.9011,"Private",22634,"Q3"
0.7362,"Private",17685,"Q3"
0.6818,"Public",NA,"Q3"
0.3759,"Private",21093,"Q3"
0.7318,"Private",18802,"Q3"
0.9509,"Public",NA,"Q3"
0.5102,"Public",NA,"Q3"
0.5841,"Public",NA,"Q3"
0.5382,"Private",17317,"Q3"
0.9307,"Private",19164,"Q3"
0.7682,"Public",NA,"Q3"
0.4785,"Public",NA,"Q3"
0.4066,"Private",17683,"Q3"
0.9489,"Private",19891,"Q3"
0.8468,"Private",20321,"Q3"
0.5924,"Private",18576,"Q3"
0.7178,"Public",NA,"Q3"
0.5969,"Public",NA,"Q3"
0.2578,"Private",12552,"Q3"
0.6561,"Private",17332,"Q3"
0.6217,"Public",NA,"Q3"
0.4232,"Public",NA,"Q3"
0.1674,"Private",10187,"Q3"
0.7853,"Private",19309,"Q3"
0.7724,"Private",22491,"Q3"
0.6499,"Public",NA,"Q3"
0.9262,"Private",16977,"Q3"
0.5823,"Private",20712,"Q3"
0.507,"Private",26504,"Q3"
0.3486,"Private",21419,"Q3"
0.5217,"Private",19380,"Q3"
0.5687,"Public",NA,"Q3"
0.7508,"Public",NA,"Q3"
0.522,"Public",NA,"Q3"
0.5682,"Public",NA,"Q3"
0.881,"Public",NA,"Q3"
0.6947,"Public",NA,"Q3"
0.5998,"Public",NA,"Q3"
0.4019,"Public",NA,"Q3"
0.5857,"Public",NA,"Q3"
0.9981,"Public",NA,"Q3"
0.8203,"Public",NA,"Q3"
0.4739,"Private",27483,"Q3"
0.5087,"Private",18437,"Q3"
0.8401,"Public",NA,"Q3"
0.7327,"Public",NA,"Q3"
0.4503,"Public",NA,"Q3"
0.663,"Public",NA,"Q3"
0.2992,"Private",22980,"Q3"
0.8603,"Public",NA,"Q3"
0.6393,"Private",19170,"Q3"
0.9862,"Private",17227,"Q3"
0.7403,"Public",NA,"Q3"
0.4942,"Private",13369,"Q3"
0.3604,"Private",10847,"Q3"
0.5709,"Public",NA,"Q3"
0.9674,"Public",NA,"Q3"
0.8174,"Public",NA,"Q3"
0.7517,"Private",19587,"Q3"
0.9205,"Public",NA,"Q3"
0.7079,"Private",30847,"Q3"
0.9688,"Public",NA,"Q3"
0.9934,"Public",NA,"Q3"
0.1716,"Private",13076,"Q3"
0.6349,"Private",24046,"Q3"
0.7511,"Private",22652,"Q3"
0.8257,"Public",NA,"Q3"
0.7755,"Public",NA,"Q3"
0.5493,"Private",17432,"Q3"
0.3321,"Public",NA,"Q3"
0.8514,"Private",17508,"Q3"
0.5902,"Public",NA,"Q3"
0.4106,"Private",22689,"Q3"
0.6505,"Private",17264,"Q3"
0.7411,"Private",17178,"Q3"
0.6203,"Public",NA,"Q3"
0.5486,"Private",23198,"Q3"
0.3605,"Private",24878,"Q3"
0.6356,"Public",NA,"Q3"
0.2165,"Private",23266,"Q3"
0.8136,"Public",NA,"Q3"
0.6369,"Private",20153,"Q3"
0.8835,"Private",19926,"Q3"
0.8096,"Public",NA,"Q3"
0.8252,"Private",23448,"Q3"
0.6499,"Public",NA,"Q3"
0.7679,"Public",NA,"Q3"
0.7831,"Public",NA,"Q3"
0.637,"Private",22684,"Q3"
0.5572,"Public",NA,"Q3"
0.5714,"Private",NA,"Q3"
0.3116,"Private",17475,"Q3"
0.0385,"Private",NA,"Q3"
0.7281,"Private",25354,"Q3"
0.8456,"Private",25444,"Q3"
0.7449,"Public",NA,"Q3"
0.7028,"Public",NA,"Q3"
0.6913,"Public",NA,"Q3"
0.2999,"Public",NA,"Q3"
0.4732,"Public",NA,"Q3"
0.9459,"Public",NA,"Q3"
0.5848,"Private",21599,"Q3"
0.9311,"Private",22442,"Q3"
0.1843,"Private",15417,"Q3"
0.5196,"Public",NA,"Q3"
0.8216,"Public",NA,"Q3"
0.5917,"Private",39089,"Q3"
0.7967,"Public",NA,"Q3"
0.9709,"Public",NA,"Q3"
0.6651,"Private",25543,"Q3"
0.972,"Private",17455,"Q3"
0.7676,"Private",22216,"Q3"
0.8522,"Private",30241,"Q3"
0.876,"Private",17446,"Q3"
0.7214,"Private",23246,"Q3"
0.7323,"Private",31735,"Q3"
0.9286,"Private",22232,"Q3"
0.8208,"Public",NA,"Q3"
0.5523,"Public",NA,"Q3"
0.8371,"Public",NA,"Q3"
0.5696,"Private",24301,"Q3"
0.6452,"Private",22869,"Q3"
0.9091,"Private",14586,"Q3"
0.4091,"Private",NA,"Q3"
0.4267,"Public",NA,"Q3"
0.6905,"Private",15621,"Q3"
0.457,"Public",NA,"Q3"
0.6649,"Public",NA,"Q3"
0.7446,"Public",NA,"Q3"
0.7868,"Public",NA,"Q3"
0.8485,"Public",NA,"Q3"
0.8102,"Public",NA,"Q3"
0.4478,"Public",NA,"Q3"
0.1327,"Private",NA,"Q3"
0.7122,"Public",NA,"Q3"
0.5131,"Public",NA,"Q3"
0.7696,"Private",17705,"Q3"
0.851,"Public",NA,"Q3"
0.6892,"Private",19025,"Q3"
0.7887,"Private",16025,"Q3"
0.5556,"Private",NA,"Q3"
0.6769,"Private",19117,"Q3"
0.8423,"Private",19295,"Q3"
0.8114,"Private",22481,"Q3"
0.7018,"Private",31912,"Q3"
0.6992,"Private",20520,"Q3"
0.7656,"Private",18926,"Q3"
0.6621,"Private",18446,"Q3"
0.7269,"Private",22827,"Q3"
0.7561,"Private",18791,"Q3"
0.5745,"Private",26219,"Q3"
0.6119,"Private",23612,"Q3"
0.6839,"Private",19110,"Q3"
0.5397,"Private",14651,"Q3"
0.7515,"Private",17054,"Q3"
0.8194,"Private",18500,"Q3"
0.9899,"Public",NA,"Q3"
0.706,"Private",14218,"Q3"
0.8468,"Public",NA,"Q3"
0.7646,"Public",NA,"Q3"
0.8476,"Public",NA,"Q3"
0.72,"Public",NA,"Q3"
0.8134,"Public",NA,"Q3"
0.7547,"Public",NA,"Q3"
0.8927,"Public",NA,"Q3"
0.8927,"Public",NA,"Q3"
0.6792,"Public",NA,"Q3"
0.8608,"Public",NA,"Q3"
0.9647,"Public",NA,"Q3"
0.8663,"Public",NA,"Q3"
0.8285,"Public",NA,"Q3"
0.9569,"Public",NA,"Q3"
0.7368,"Private",8841,"Q3"
0.6496,"Private",9506,"Q3"
0.9762,"Public",NA,"Q3"
0.6742,"Public",NA,"Q3"
0.7154,"Public",NA,"Q3"
0.8602,"Public",NA,"Q3"
0.9241,"Public",NA,"Q3"
0.806,"Public",NA,"Q3"
0.6976,"Private",7663,"Q3"
0.8642,"Private",7152,"Q3"
0.47,"Private",9031,"Q3"
0.4761,"Private",6158,"Q3"
0.3711,"Private",9639,"Q3"
0.5307,"Private",7107,"Q3"
0.7632,"Private",7021,"Q3"
0.7286,"Private",8567,"Q3"
0.4439,"Private",7593,"Q3"
0.9234,"Public",NA,"Q3"
0.5302,"Public",NA,"Q3"
0.2547,"Public",NA,"Q3"
0.8065,"Public",NA,"Q3"
0.8342,"Public",NA,"Q3"
0.4487,"Public",NA,"Q3"
0.4908,"Public",NA,"Q3"
0.725,"Public",NA,"Q3"
0.6398,"Public",NA,"Q3"
0.5248,"Public",NA,"Q3"
0.3186,"Private",8831,"Q3"
0.4706,"Private",NA,"Q3"
0.8889,"Private",17474,"Q3"
0.3056,"Private",7539,"Q3"
0.9782,"Public",NA,"Q3"
0.0569,"Private",6240,"Q3"
0.6042,"Public",NA,"Q3"
0.5,"Public",NA,"Q3"
0.5118,"Public",NA,"Q3"
0.6504,"Public",NA,"Q3"
0.9744,"Public",NA,"Q3"
0.5912,"Public",NA,"Q3"
0.8442,"Public",NA,"Q3"
0.9224,"Public",NA,"Q3"
0.59,"Public",NA,"Q3"
0.4304,"Public",NA,"Q3"
0.6251,"Public",NA,"Q3"
0.8281,"Private",18894,"Q3"
0.3022,"Public",NA,"Q3"
0.3005,"Private",20643,"Q3"
0.7526,"Private",25041,"Q3"
0.5,"Public",NA,"Q3"
0.7367,"Public",NA,"Q3"
0.8558,"Private",25464,"Q3"
0.625,"Public",NA,"Q3"
0.7568,"Public",NA,"Q3"
0.8523,"Public",NA,"Q3"
0.7815,"Private",25317,"Q3"
0.4783,"Private",NA,"Q3"
0.9781,"Private",13378,"Q3"
0.625,"Public",NA,"Q3"
0.3498,"Private",27129,"Q3"
0.8,"Private",NA,"Q3"
0.4676,"Public",NA,"Q3"
0.5769,"Public",NA,"Q3"
0.6081,"Public",NA,"Q3"
0.759,"Public",NA,"Q3"
0.444,"Public",NA,"Q3"
0.6973,"Private",26440,"Q3"
0.6496,"Private",22286,"Q3"
0.7222,"Public",NA,"Q3"
0.8571,"Public",NA,"Q3"
0.3077,"Public",NA,"Q3"
0.1364,"Public",NA,"Q3"
0.25,"Public",NA,"Q3"
0.7619,"Private",16973,"Q3"
0.1826,"Public",NA,"Q3"
0.7222,"Public",NA,"Q3"
0.75,"Public",NA,"Q3"
0.4677,"Public",NA,"Q3"
0.3261,"Public",NA,"Q3"
0.8625,"Public",NA,"Q3"
0.8581,"Public",NA,"Q3"
0.8909,"Public",NA,"Q3"
0.8095,"Private",35023,"Q3"
0.9344,"Public",NA,"Q3"
0.9032,"Public",NA,"Q3"
0.5,"Public",NA,"Q3"
0.7153,"Public",NA,"Q3"
0.3864,"Public",NA,"Q3"
0.5,"Public",NA,"Q3"
0.4348,"Public",NA,"Q3"
0.7479,"Public",NA,"Q3"
0.9944,"Private",17523,"Q3"
0.8472,"Private",NA,"Q3"
0.6667,"Public",NA,"Q3"
0.7368,"Private",28587,"Q3"
0.4479,"Public",NA,"Q3"
0.3529,"Public",NA,"Q3"
0.9574,"Public",NA,"Q3"
0.6579,"Public",NA,"Q3"
0.4207,"Public",NA,"Q3"
0.9,"Private",16555,"Q3"
0.375,"Private",NA,"Q3"
0.6838,"Private",27615,"Q3"
0.7848,"Private",23724,"Q3"
0.8587,"Private",19229,"Q3"
0.8929,"Private",NA,"Q3"
0.4737,"Public",NA,"Q3"
0.5037,"Public",NA,"Q3"
0.6443,"Public",NA,"Q3"
0.1685,"Private",13762,"Q3"
0.5201,"Private",25259,"Q3"
0.6667,"Private",16025,"Q3"
0.7551,"Public",NA,"Q3"
0.7808,"Private",25304,"Q3"
0.5961,"Private",24178,"Q3"
0.3074,"Private",18264,"Q3"
0.4401,"Public",NA,"Q3"
0.757,"Public",NA,"Q3"
0.6512,"Private",NA,"Q3"
0.4605,"Private",7248,"Q3"
0.5536,"Private",32300,"Q3"
0.8684,"Private",4200,"Q3"
0.3461,"Public",NA,"Q3"
0.7874,"Private",22149,"Q3"
0.766,"Private",23448,"Q3"
0.9767,"Private",16564,"Q3"
0.9143,"Private",13600,"Q3"
0.9815,"Private",28105,"Q3"
0.8814,"Private",NA,"Q3"
0.4714,"Private",19024,"Q3"
0.8815,"Private",26241,"Q3"
0.6154,"Private",NA,"Q3"
0.9333,"Private",NA,"Q3"
0.7138,"Public",NA,"Q3"
0.7143,"Public",NA,"Q3"
0.7059,"Private",NA,"Q3"
0.6102,"Public",NA,"Q3"
0.4103,"Public",NA,"Q3"
0.4486,"Public",NA,"Q3"
0.7647,"Private",NA,"Q3"
0.6102,"Public",NA,"Q3"
0.6343,"Public",NA,"Q3"
0.8989,"Public",NA,"Q5"
0.8673,"Public",NA,"Q5"
0.8062,"Public",NA,"Q5"
0.5125,"Public",NA,"Q5"
0.5655,"Public",NA,"Q5"
0.8371,"Public",NA,"Q5"
0.8274,"Public",NA,"Q5"
0.6422,"Private",27230,"Q5"
0.8326,"Public",NA,"Q5"
0.9957,"Public",NA,"Q5"
0.7125,"Private",20397,"Q5"
0.8729,"Public",NA,"Q5"
0.8092,"Public",NA,"Q5"
0.3435,"Private",28929,"Q5"
0.7697,"Private",27452,"Q5"
0.8604,"Public",NA,"Q5"
0.4627,"Private",22490,"Q5"
0.9615,"Private",NA,"Q5"
0.43,"Private",17150,"Q5"
0.6821,"Public",NA,"Q5"
0.3511,"Private",NA,"Q5"
0.4888,"Public",NA,"Q5"
0.8023,"Public",NA,"Q5"
0.7692,"Public",NA,"Q5"
0.7898,"Private",34893,"Q5"
0.9137,"Public",NA,"Q5"
0.5274,"Public",NA,"Q5"
0.5858,"Public",NA,"Q5"
0.277,"Public",NA,"Q5"
0.7551,"Public",NA,"Q5"
0.8503,"Public",NA,"Q5"
0.8615,"Private",16596,"Q5"
0.8997,"Public",NA,"Q5"
0.7628,"Private",25363,"Q5"
0.6221,"Public",NA,"Q5"
0.8039,"Private",26389,"Q5"
0.6982,"Private",22598,"Q5"
0.7011,"Private",19342,"Q5"
0.5838,"Public",NA,"Q5"
0.6081,"Public",NA,"Q5"
0.5736,"Public",NA,"Q5"
0.8167,"Private",49625,"Q5"
0.7985,"Private",34939,"Q5"
0.8321,"Private",NA,"Q5"
0.7286,"Private",36860,"Q5"
0.788,"Private",28143,"Q5"
0.8157,"Private",38955,"Q5"
0.1055,"Private",37388,"Q5"
0.4802,"Private",33532,"Q5"
0.3123,"Public",NA,"Q5"
0.4922,"Private",NA,"Q5"
0.6626,"Public",NA,"Q5"
0.7215,"Public",NA,"Q5"
0.5831,"Public",NA,"Q5"
0.5218,"Public",NA,"Q5"
0.7161,"Public",NA,"Q5"
0.5747,"Public",NA,"Q5"
0.5815,"Public",NA,"Q5"
0.4579,"Public",NA,"Q5"
0.6872,"Public",NA,"Q5"
0.3082,"Public",NA,"Q5"
0.6752,"Public",NA,"Q5"
0.4624,"Public",NA,"Q5"
0.6968,"Public",NA,"Q5"
0.18,"Public",NA,"Q5"
0.4521,"Public",NA,"Q5"
0.4239,"Public",NA,"Q5"
0.2199,"Public",NA,"Q5"
0.62,"Public",NA,"Q5"
0.375,"Public",NA,"Q5"
0.4444,"Public",NA,"Q5"
0.5991,"Public",NA,"Q5"
0.8333,"Private",NA,"Q5"
0.2992,"Private",50032,"Q5"
0.4471,"Private",40121,"Q5"
0.8889,"Private",NA,"Q5"
0.9119,"Private",30296,"Q5"
0.1173,"Private",38669,"Q5"
0.548,"Private",30642,"Q5"
0.6667,"Private",NA,"Q5"
0.7752,"Private",37491,"Q5"
0.7844,"Private",21564,"Q5"
0.8018,"Public",NA,"Q5"
0.7482,"Private",21838,"Q5"
0.3895,"Private",28364,"Q5"
0.4327,"Private",34096,"Q5"
0.4677,"Private",29827,"Q5"
0.6137,"Private",29543,"Q5"
0.5412,"Private",43190,"Q5"
0.6798,"Private",36325,"Q5"
0.7409,"Private",34112,"Q5"
0.872,"Private",31285,"Q5"
0.4239,"Private",39355,"Q5"
0.4628,"Private",40144,"Q5"
0.5055,"Private",29379,"Q5"
0.7265,"Private",39831,"Q5"
0.3734,"Private",33841,"Q5"
0.1451,"Private",41196,"Q5"
0.6654,"Private",35504,"Q5"
0.1392,"Private",32232,"Q5"
0.672,"Private",30561,"Q5"
0.3121,"Public",NA,"Q5"
0.4885,"Private",42395,"Q5"
0.8269,"Private",45205,"Q5"
0.3986,"Private",33177,"Q5"
0.6379,"Public",NA,"Q5"
0.6129,"Private",44451,"Q5"
0.6929,"Private",25868,"Q5"
0.6347,"Public",NA,"Q5"
0.5122,"Private",42262,"Q5"
0.555,"Private",23777,"Q5"
0.6947,"Private",40775,"Q5"
0.8186,"Public",NA,"Q5"
0.6977,"Private",28206,"Q5"
0.8667,"Private",28325,"Q5"
0.1984,"Private",46606,"Q5"
0.79,"Private",NA,"Q5"
0.7016,"Private",36206,"Q5"
0.6325,"Private",49920,"Q5"
0.5575,"Private",32943,"Q5"
0.526,"Public",NA,"Q5"
0.7587,"Public",NA,"Q5"
0.91,"Public",NA,"Q5"
0.8771,"Public",NA,"Q5"
0.9764,"Private",26331,"Q5"
0.2228,"Private",39912,"Q5"
0.3743,"Public",NA,"Q5"
0.7743,"Public",NA,"Q5"
0.7673,"Private",37797,"Q5"
0.875,"Public",NA,"Q5"
0.8212,"Public",NA,"Q5"
0.7116,"Public",NA,"Q5"
0.6957,"Public",NA,"Q5"
0.6986,"Private",26291,"Q5"
0.9434,"Public",NA,"Q5"
0.932,"Public",NA,"Q5"
0.6821,"Private",23408,"Q5"
0.6385,"Private",28538,"Q5"
0.6413,"Public",NA,"Q5"
0.3585,"Private",43266,"Q5"
0.5366,"Public",NA,"Q5"
0.6453,"Public",NA,"Q5"
0.7116,"Private",40974,"Q5"
0.6173,"Private",32727,"Q5"
0.8537,"Private",30811,"Q5"
0.7441,"Private",33895,"Q5"
0.6722,"Private",39561,"Q5"
0.7624,"Private",38507,"Q5"
0.857,"Private",28102,"Q5"
0.7542,"Public",NA,"Q5"
0.3178,"Private",39793,"Q5"
0.2092,"Private",40173,"Q5"
0.6549,"Public",NA,"Q5"
0.0705,"Private",40868,"Q5"
0.4168,"Public",NA,"Q5"
0.6468,"Public",NA,"Q5"
0.5231,"Private",20869,"Q5"
0.625,"Private",26600,"Q5"
0.4312,"Private",41908,"Q5"
0.6007,"Private",36806,"Q5"
0.2712,"Private",34891,"Q5"
0.6558,"Private",20927,"Q5"
0.3308,"Private",40468,"Q5"
0.1697,"Private",44727,"Q5"
0.493,"Private",19597,"Q5"
0.75,"Private",NA,"Q5"
0.5231,"Private",19144,"Q5"
0.4257,"Private",12923,"Q5"
0.4678,"Private",27200,"Q5"
0.666,"Private",22413,"Q5"
0.776,"Private",38412,"Q5"
0.4172,"Private",23240,"Q5"
0.4894,"Public",NA,"Q5"
0.7104,"Private",33549,"Q5"
0.7405,"Private",36998,"Q5"
0.45,"Public",NA,"Q5"
0.4773,"Public",NA,"Q5"
0.4987,"Private",24621,"Q5"
0.1336,"Private",20928,"Q5"
0.6045,"Private",33263,"Q5"
0.4304,"Public",NA,"Q5"
0.4159,"Private",19446,"Q5"
0.4989,"Private",24559,"Q5"
0.5681,"Public",NA,"Q5"
0.4655,"Public",NA,"Q5"
0.4737,"Private",28172,"Q5"
0.9331,"Private",26887,"Q5"
0.4044,"Private",39592,"Q5"
0.5343,"Public",NA,"Q5"
0.5102,"Private",19926,"Q5"
0.5746,"Private",32304,"Q5"
0.8412,"Private",26495,"Q5"
0.7331,"Private",47738,"Q5"
0.5889,"Private",34909,"Q5"
0.7662,"Private",24955,"Q5"
0.4524,"Public",NA,"Q5"
0.4567,"Private",24003,"Q5"
0.5925,"Private",25590,"Q5"
0.5932,"Private",21987,"Q5"
0.5221,"Private",30742,"Q5"
0.4847,"Private",15952,"Q5"
0.4808,"Public",NA,"Q5"
0.709,"Public",NA,"Q5"
0.1992,"Public",NA,"Q5"
0.6998,"Public",NA,"Q5"
0.568,"Private",34201,"Q5"
0.6032,"Private",25916,"Q5"
0.7829,"Private",16815,"Q5"
0.8221,"Public",NA,"Q5"
0.477,"Public",NA,"Q5"
0.5543,"Public",NA,"Q5"
0.5704,"Private",25358,"Q5"
0.2633,"Private",44920,"Q5"
0.3273,"Public",NA,"Q5"
0.5493,"Public",NA,"Q5"
0.6803,"Public",NA,"Q5"
0.6798,"Public",NA,"Q5"
0.52,"Public",NA,"Q5"
0.5466,"Public",NA,"Q5"
0.5608,"Public",NA,"Q5"
0.4529,"Public",NA,"Q5"
0.5654,"Public",NA,"Q5"
0.7454,"Private",26389,"Q5"
0.69,"Private",21403,"Q5"
0.6684,"Private",34497,"Q5"
0.6118,"Private",16247,"Q5"
0.514,"Private",15461,"Q5"
0.6547,"Private",37619,"Q5"
0.8299,"Public",NA,"Q5"
0.6807,"Private",18899,"Q5"
0.3802,"Private",38638,"Q5"
0.7798,"Public",NA,"Q5"
0.5522,"Public",NA,"Q5"
0.5385,"Public",NA,"Q5"
0.5365,"Private",18157,"Q5"
0.8359,"Private",22789,"Q5"
0.752,"Public",NA,"Q5"
0.8009,"Public",NA,"Q5"
0.6411,"Private",23808,"Q5"
0.7766,"Public",NA,"Q5"
0.6565,"Public",NA,"Q5"
0.9977,"Public",NA,"Q5"
0.617,"Private",19750,"Q5"
0.9963,"Private",9923,"Q5"
0.7184,"Private",42121,"Q5"
0.5867,"Private",27311,"Q5"
0.7595,"Private",21633,"Q5"
0.6694,"Private",29780,"Q5"
0.2865,"Public",NA,"Q5"
0.0881,"Private",40545,"Q5"
0.9053,"Private",33900,"Q5"
0.5441,"Private",22473,"Q5"
0.5987,"Private",33757,"Q5"
0.6191,"Public",NA,"Q5"
0.718,"Private",23169,"Q5"
0,"Private",NA,"Q5"
0.657,"Private",23596,"Q5"
0.9299,"Private",32681,"Q5"
0.714,"Public",NA,"Q5"
0.695,"Private",23831,"Q5"
0.6239,"Public",NA,"Q5"
0.5838,"Private",32008,"Q5"
0.5697,"Private",26136,"Q5"
0.6892,"Public",NA,"Q5"
0.7496,"Private",26029,"Q5"
0.5727,"Private",29808,"Q5"
0.5587,"Private",23293,"Q5"
0.8919,"Private",31354,"Q5"
0.6875,"Private",21050,"Q5"
0.8747,"Private",24120,"Q5"
0.914,"Private",34174,"Q5"
0,"Private",NA,"Q5"
0.6289,"Private",21443,"Q5"
0.8636,"Private",33254,"Q5"
0.5512,"Private",23942,"Q5"
0.6431,"Private",24204,"Q5"
0.6855,"Private",NA,"Q5"
0.9881,"Private",29623,"Q5"
0.6365,"Private",26107,"Q5"
0.5234,"Private",23462,"Q5"
0.5613,"Public",NA,"Q5"
0.1532,"Private",41946,"Q5"
0.5981,"Public",NA,"Q5"
0.8196,"Private",23457,"Q5"
0.8859,"Private",20098,"Q5"
0.21,"Private",22217,"Q5"
0.7878,"Private",37650,"Q5"
0.5997,"Private",16719,"Q5"
0.5141,"Private",19254,"Q5"
0.5054,"Private",20172,"Q5"
0.5977,"Public",NA,"Q5"
0.5455,"Private",NA,"Q5"
0.7887,"Public",NA,"Q5"
0.8419,"Public",NA,"Q5"
0.9022,"Private",23036,"Q5"
0.9372,"Private",24165,"Q5"
0.374,"Private",30423,"Q5"
0.5931,"Public",NA,"Q5"
0.6871,"Private",33001,"Q5"
0.5545,"Private",24776,"Q5"
0.6054,"Public",NA,"Q5"
0.7158,"Private",22648,"Q5"
0.661,"Private",33537,"Q5"
0.6121,"Private",31899,"Q5"
0.637,"Private",30755,"Q5"
0.8409,"Private",23750,"Q5"
0.6002,"Private",26294,"Q5"
0.7884,"Private",18511,"Q5"
0.9732,"Private",25228,"Q5"
0.8309,"Public",NA,"Q5"
0.6958,"Public",NA,"Q5"
0.8443,"Private",26240,"Q5"
0.7225,"Private",22828,"Q5"
0.6934,"Public",NA,"Q5"
0.8306,"Public",NA,"Q5"
0.7355,"Public",NA,"Q5"
0.7003,"Public",NA,"Q5"
0.7217,"Public",NA,"Q5"
0.7625,"Public",NA,"Q5"
0.7945,"Public",NA,"Q5"
0.5381,"Public",NA,"Q5"
0.8889,"Public",NA,"Q5"
0.7116,"Private",23769,"Q5"
0.5795,"Private",22459,"Q5"
0.9515,"Private",25436,"Q5"
0.223,"Private",37946,"Q5"
0.7285,"Private",14421,"Q5"
0.6063,"Public",NA,"Q5"
0.7218,"Public",NA,"Q5"
0.5622,"Private",36227,"Q5"
0.5362,"Private",21013,"Q5"
0.8568,"Private",30561,"Q5"
0.4762,"Private",31927,"Q5"
0.876,"Private",21116,"Q5"
0.7157,"Private",24992,"Q5"
0.7969,"Private",26143,"Q5"
0.5,"Private",NA,"Q5"
0.6887,"Private",16936,"Q5"
0.6955,"Private",22033,"Q5"
0.658,"Private",26597,"Q5"
0.7752,"Private",26814,"Q5"
0.6171,"Private",24669,"Q5"
0.6411,"Private",29218,"Q5"
0.7542,"Private",26460,"Q5"
0.6595,"Private",28944,"Q5"
0.7742,"Private",21311,"Q5"
0.6693,"Private",22468,"Q5"
0.5018,"Private",20561,"Q5"
0.9542,"Private",19858,"Q5"
0.3506,"Private",34381,"Q5"
0.3846,"Private",11064,"Q5"
0.8252,"Public",NA,"Q5"
0.8023,"Public",NA,"Q5"
0.6903,"Private",22388,"Q5"
0.7212,"Private",28377,"Q5"
0.785,"Private",22333,"Q5"
0.5337,"Private",20856,"Q5"
0.6845,"Private",21460,"Q5"
0.8331,"Public",NA,"Q5"
0.7609,"Private",23420,"Q5"
0.6,"Private",24669,"Q5"
0.9617,"Private",25318,"Q5"
0.8802,"Private",26590,"Q5"
0.5818,"Private",17905,"Q5"
0.7765,"Private",25971,"Q5"
0.5766,"Private",20825,"Q5"
0.869,"Private",20247,"Q5"
0.6057,"Private",23861,"Q5"
0.6069,"Public",NA,"Q5"
0.8917,"Public",NA,"Q5"
0.5285,"Private",13990,"Q5"
0.5862,"Private",22334,"Q5"
0.9228,"Public",NA,"Q5"
0.4472,"Private",20125,"Q5"
0.9591,"Public",NA,"Q5"
0.7923,"Public",NA,"Q5"
0.5988,"Private",16057,"Q5"
0.7223,"Private",23461,"Q5"
0.7898,"Public",NA,"Q5"
0.9576,"Public",NA,"Q5"
0.6573,"Private",29741,"Q5"
0.9478,"Private",26368,"Q5"
0.3401,"Private",3896,"Q5"
0.6844,"Private",16586,"Q5"
0.6857,"Private",28445,"Q5"
0.7127,"Private",21778,"Q5"
0.6002,"Public",NA,"Q5"
0.8219,"Private",23911,"Q5"
0.5075,"Private",NA,"Q5"
0.3774,"Public",NA,"Q5"
0.6861,"Public",NA,"Q5"
0.7112,"Public",NA,"Q5"
0.7031,"Private",28591,"Q5"
0.5381,"Private",23574,"Q5"
0.8449,"Public",NA,"Q5"
0.8217,"Public",NA,"Q5"
0.467,"Public",NA,"Q5"
0.8108,"Private",23013,"Q5"
0.8775,"Private",16195,"Q5"
0.9615,"Private",25716,"Q5"
0.7416,"Private",24204,"Q5"
0.9232,"Public",NA,"Q5"
0.4363,"Public",NA,"Q5"
0.6074,"Public",NA,"Q5"
0.7623,"Public",NA,"Q5"
0.8349,"Public",NA,"Q5"
0.7423,"Private",8907,"Q5"
0.6744,"Public",NA,"Q5"
0.8707,"Private",28657,"Q5"
0.6151,"Public",NA,"Q5"
0.5036,"Public",NA,"Q5"
0.8694,"Public",NA,"Q5"
0.7724,"Public",NA,"Q5"
0.84,"Public",NA,"Q5"
0.6615,"Private",18147,"Q5"
0.448,"Public",NA,"Q5"
0.359,"Public",NA,"Q5"
0.4888,"Public",NA,"Q5"
0.593,"Public",NA,"Q5"
0.2643,"Private",38847,"Q5"
0.5443,"Private",15846,"Q5"
0.2417,"Private",37061,"Q5"
0.1495,"Private",33007,"Q5"
0.2604,"Private",40456,"Q5"
0.6639,"Public",NA,"Q5"
0.7989,"Private",22940,"Q5"
0.837,"Public",NA,"Q5"
0.8106,"Public",NA,"Q5"
0.8584,"Private",33679,"Q5"
0.681,"Public",NA,"Q5"
0.9625,"Private",32011,"Q5"
0.7778,"Private",28884,"Q5"
0.828,"Public",NA,"Q5"
0.7295,"Public",NA,"Q5"
0.5176,"Public",NA,"Q5"
0.5903,"Private",17632,"Q5"
0.355,"Public",NA,"Q5"
