"YearType","Year","OrganizationGroupCode","OrganizationGroup","DepartmentCode","Department","UnionCode","Union","JobFamilyCode","JobFamily","JobCode","Job","EmployeeIdentifier","Salaries","Overtime","OtherSalaries","TotalSalary","Retirement","HealthDental","OtherBenefits","TotalBenefits","TotalCompensation"
"Calendar",2016,1,"Public Protection","FIR","Fire Department",798,"Firefighters - Miscellaneous, Local 798","H000","Fire Services","H002","Firefighter",9707,118184.79,67233.68,20085.36,205503.83,23212.37,16822.93,3453.04,43488.34,248992.17
"Calendar",2016,2,"Public Works, Transportation & Commerce","PUC","PUC Public Utilities Commission",21,"Prof & Tech Engineers - Miscellaneous, Local 21","6300","Construction Inspection","6318","Construction Inspector",19909,115218.36,4460.01,2584.85,122263.22,21706.2,13890.48,10040.54,45637.22,167900.44
"Calendar",2016,1,"Public Protection","CRT","Superior Court",792,"SEIU - Court Employees, Local 1021","SCRT","SF Superior Court","450C","Building Services Technician",17658,90756.16,0,1556.97,92313.13,16832.32,13556.23,7688.45,38077,130390.13
"Calendar",2016,2,"Public Works, Transportation & Commerce","CWP","PUC Wastewater Enterprise",39,"Stationary Engineers, Local 39","7300","Journeyman Trade","7372","Stationary Eng, Sewage Plant",18531,97555.06,19558.7,4797.84,121911.6,18306.96,13350.31,10300.03,41957.3,163868.9
"Calendar",2016,1,"Public Protection","POL","Police",911,"Police Officers' Association","Q000","Police Services","Q052","Sergeant 3",33916,147545.87,9089.59,12175.15,168810.61,25909.92,13890.5,2822.82,42623.24,211433.85
"Calendar",2016,4,"Community Health","DPH","Public Health",250,"SEIU - Health Workers, Local 1021","2700","Housekeeping & Laundry","2736","Porter",31462,24394.34,257.25,925.65,25577.24,0,6655.86,1985.2,8641.06,34218.3
"Calendar",2016,4,"Community Health","DPH","Public Health",164,"Physicians and Dentists - Miscellaneous","2200","Medical & Dental","2210","Dentist",17261,12342.4,0,0,12342.4,2237.67,0,965.53,3203.2,15545.6
"Calendar",2016,3,"Human Welfare & Neighborhood Development","DSS","Human Services",535,"SEIU - Human Services, Local 1021","2900","Human Services","2918","HSA Social Worker",24429,81639.82,2013.06,709.24,84362.12,15090.48,13757.89,6603.2,35451.57,119813.69
"Calendar",2016,1,"Public Protection","POL","Police",911,"Police Officers' Association","Q000","Police Services","Q003","Police Officer 2",4739,113678.25,17421.03,12977.94,144077.22,21097.13,13890.5,1989.5,36977.13,181054.35
"Calendar",2016,1,"Public Protection","FIR","Fire Department",798,"Firefighters - Miscellaneous, Local 798","H000","Fire Services","H010","Incident Support Specialist",7254,129906.78,59258.78,11532.06,200697.62,24700.13,16977.28,3438.68,45116.09,245813.71
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",42475,62101.02,7981.95,2847.28,72930.25,14688.45,12493.41,5525.22,32707.08,105637.33
"Calendar",2016,1,"Public Protection","FIR","Fire Department",798,"Firefighters - Miscellaneous, Local 798","H000","Fire Services","H002","Firefighter",47687,118854.2,0,21190.47,140044.67,23345.28,16874.38,2355.1,42574.76,182619.43
"Calendar",2016,4,"Community Health","DPH","Public Health",791,"SEIU - Staff and Per Diem Nurses, Local 1021","2300","Nursing","2320","Registered Nurse",12223,110410.59,0,1300,111710.59,19997.79,9723.35,8900.55,38621.69,150332.28
"Calendar",2016,4,"Community Health","DPH","Public Health",791,"SEIU - Staff and Per Diem Nurses, Local 1021","2300","Nursing","2320","Registered Nurse",4313,113781.26,980.88,28469.01,143231.15,23875.05,10671.25,10192.79,44739.09,187970.24
"Calendar",2016,2,"Public Works, Transportation & Commerce","AIR","Airport Commission",790,"SEIU - Miscellaneous, Local 1021","2700","Housekeeping & Laundry","2708","Custodian",40063,48806.91,0,6403.06,55209.97,11307.63,13287.61,4427.52,29022.76,84232.73
"Calendar",2016,2,"Public Works, Transportation & Commerce","AIR","Airport Commission",790,"SEIU - Miscellaneous, Local 1021","9200","Airport Operation","9212","Airport Safety Officer",24641,92300.9,17550.89,9408.05,119259.84,17906.91,13890.5,9628.41,41425.82,160685.66
"Calendar",2016,3,"Human Welfare & Neighborhood Development","DSS","Human Services",790,"SEIU - Miscellaneous, Local 1021","9900","Public Service Aide","9910","Public Service Trainee",34230,4694.25,28.45,914.81,5637.51,1032.28,2122.16,459.67,3614.11,9251.62
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",34640,50648.93,11953.33,655.06,63257.32,11549.29,14632.16,4822.5,31003.95,94261.27
"Calendar",2016,4,"Community Health","DPH","Public Health",791,"SEIU - Staff and Per Diem Nurses, Local 1021","2300","Nursing","P103","Special Nurse",23030,40190.14,3172.62,12287.68,55650.44,0,3019.57,4319.37,7338.94,62989.38
"Calendar",2016,5,"Culture & Recreation","REC","Recreation and Park Commission",261,"Laborers, Local 261","3400","Agriculture & Horticulture","3417","Gardener",22224,63637.55,0,0,63637.55,11719.82,12354.06,5288.97,29362.85,93000.4
"Calendar",2016,6,"General Administration & Finance","CAT","City Attorney",311,"Municipal Attorneys' Association","8100","Legal & Court","8182","Head Atty, Civil & Criminal",43017,214334.04,0,5786.68,220120.72,39495.45,13890.5,12069.37,65455.32,285576.04
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",45537,72779.55,16084.03,1655.8,90519.38,15989.96,14869.33,6927.07,37786.36,128305.74
"Calendar",2016,5,"Culture & Recreation","REC","Recreation and Park Commission",261,"Laborers, Local 261","3400","Agriculture & Horticulture","3417","Gardener",44051,68163.94,0,0,68163.94,12104.46,5296.45,5565.49,22966.4,91130.34
"Calendar",2016,3,"Human Welfare & Neighborhood Development","DSS","Human Services",535,"SEIU - Human Services, Local 1021","2900","Human Services","2940","Protective Services Worker",16547,105794.52,0,647.1,106441.62,19608.8,13871.21,8784.84,42264.85,148706.47
"Calendar",2016,1,"Public Protection","POL","Police",911,"Police Officers' Association","Q000","Police Services","Q002","Police Officer",53468,56641.01,23119.35,3160.38,82920.74,10069.54,6688.02,1381.86,18139.42,101060.16
"Calendar",2016,1,"Public Protection","POL","Police",1,"Miscellaneous Unrepresented Employees","1900","Purchasing & Storekeeping","1942","Asst Materials Coordinator",7952,59561.3,2721.74,1001.1,63284.14,10918.31,9260.33,4655.99,24834.63,88118.77
"Calendar",2016,6,"General Administration & Finance","BOS","Board of Supervisors",22,"Prof & Tech Engineers - Personnel, Local 21","1800","Budget, Admn & Stats Analysis","1835","Legislative Assistant",52434,110702.99,0,0,110702.99,20391.78,13890.5,8999.27,43281.55,153984.54
"Calendar",2016,4,"Community Health","DPH","Public Health",21,"Prof & Tech Engineers - Miscellaneous, Local 21","2500","Med Therapy & Auxiliary","2556","Physical Therapist",48709,87006.43,0,0,87006.43,16028.89,13961.23,7049.5,37039.62,124046.05
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",14,71330.81,12782.7,2853.79,86967.3,16789.83,14370.94,7348.55,38509.32,125476.62
"Calendar",2016,3,"Human Welfare & Neighborhood Development","DSS","Human Services",351,"Municipal Executive Association - Miscellaneous","0900","Management","0953","Dep Dir III",53099,39540.66,0,0,39540.66,7018.44,3086.78,2918.93,13024.15,52564.81
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",52830,26364.29,0,441.96,26806.25,5927.17,5184.5,2096.09,13207.76,40014.01
"Calendar",2016,2,"Public Works, Transportation & Commerce","AIR","Airport Commission",261,"Laborers, Local 261","7500","Semi-Skilled & General Labor","7514","General Laborer",2198,38778.55,2244.57,2397.37,43420.49,496.85,7697.64,3502.36,11696.85,55117.34
"Calendar",2016,3,"Human Welfare & Neighborhood Development","DSS","Human Services",1,"Miscellaneous Unrepresented Employees","9900","Public Service Aide","9916","Public Svc Aide-Public Works",7118,9350.26,0,804.57,10154.83,1338.03,4227.02,823.43,6388.48,16543.31
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",11429,77096.72,30993.4,7080.09,115170.21,19106.56,15538.26,8710.48,43355.3,158525.51
"Calendar",2016,1,"Public Protection","POL","Police",911,"Police Officers' Association","Q000","Police Services","Q002","Police Officer",49050,45144.02,10101.59,4722.43,59968.04,8471.76,6173.56,999.61,15644.93,75612.97
"Calendar",2016,3,"Human Welfare & Neighborhood Development","DSS","Human Services",790,"SEIU - Miscellaneous, Local 1021","9900","Public Service Aide","9910","Public Service Trainee",51661,19730.36,0,1608.35,21338.71,1655.3,8807.48,1741.29,12204.07,33542.78
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",21,"Prof & Tech Engineers - Miscellaneous, Local 21","1600","Payroll, Billing & Accounting","1649","Accountant Intern",40440,21312,0,0,21312,3885.21,4630.17,1711.99,10227.37,31539.37
"Calendar",2016,1,"Public Protection","POL","Police",911,"Police Officers' Association","Q000","Police Services","Q062","Lieutenant 3",3570,182281.56,3889.48,15234.1,201405.14,32981.84,13890.51,3430.92,50303.27,251708.41
"Calendar",2016,1,"Public Protection","POL","Police",911,"Police Officers' Association","Q000","Police Services","Q002","Police Officer",709,66555.32,235.74,89.81,66880.87,11968.87,10803.72,4326.29,27098.88,93979.75
"Calendar",2016,1,"Public Protection","SHF","Sheriff",790,"SEIU - Miscellaneous, Local 1021","8100","Legal & Court","8108","Senior Legal Process Clerk",30228,73446.55,0,0,73446.55,13530.82,13890.5,5821.24,33242.56,106689.11
"Calendar",2016,5,"Culture & Recreation","REC","Recreation and Park Commission",22,"Prof & Tech Engineers - Personnel, Local 21","1200","Personnel","1241","Personnel Analyst",17397,98840.75,0,0,98840.75,18209.02,13890.5,7430.66,39530.18,138370.93
"Calendar",2016,2,"Public Works, Transportation & Commerce","PUC","PUC Public Utilities Commission",21,"Prof & Tech Engineers - Miscellaneous, Local 21","6300","Construction Inspection","6319","Senior Const Inspector",36573,8832,0,25392,34224,1601.24,1028.92,2667.93,5298.09,39522.09
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",25622,6308.18,0,16.6,6324.78,1358.17,1954.96,443.84,3756.97,10081.75
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",47942,75154.59,23432.59,3953.41,102540.59,17937.23,15140.33,7712.91,40790.47,143331.06
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",19652,73690.14,24362.42,1453.6,99506.16,17037.38,14849.06,7740.04,39626.48,139132.64
"Calendar",2016,4,"Community Health","DPH","Public Health",250,"SEIU - Health Workers, Local 1021","2300","Nursing","2303","Patient Care Assistant",40202,49103.57,2289.27,7383.32,58776.16,11183.61,13085.56,4478.26,28747.43,87523.59
"Calendar",2016,3,"Human Welfare & Neighborhood Development","DSS","Human Services",1,"Miscellaneous Unrepresented Employees","9900","Public Service Aide","9916","Public Svc Aide-Public Works",10387,337.81,0,0,337.81,0,147.91,26.22,174.13,511.94
"Calendar",2016,4,"Community Health","DPH","Public Health",250,"SEIU - Health Workers, Local 1021","1400","Clerical, Secretarial & Steno","1428","Unit Clerk",2506,66765.2,0,4260.27,71025.47,13057.71,13077,5888.05,32022.76,103048.23
"Calendar",2016,4,"Community Health","DPH","Public Health",250,"SEIU - Health Workers, Local 1021","2300","Nursing","2303","Patient Care Assistant",14184,56855.66,8263.36,4613.08,69732.1,14139.37,13105.93,5554.36,32799.66,102531.76
"Calendar",2016,4,"Community Health","DPH","Public Health",858,"Teamsters - Supervising Nurses, Local 856","2300","Nursing","2324","Nursing Supervisor",53782,230574.83,0,43148.86,273723.69,45507.05,13890.5,12381.89,71779.44,345503.13
"Calendar",2016,1,"Public Protection","POL","Police",911,"Police Officers' Association","Q000","Police Services","Q003","Police Officer 2",27716,79977.96,25457.81,5255.6,110691.37,14782.89,9774.79,1832.18,26389.86,137081.23
"Calendar",2016,6,"General Administration & Finance","ADM","General Services Agency - City Admin",790,"SEIU - Miscellaneous, Local 1021","2700","Housekeeping & Laundry","2708","Custodian",4847,61166.31,2487.85,306.42,63960.58,11324.2,13890.49,5304.61,30519.3,94479.88
"Calendar",2016,6,"General Administration & Finance","ADM","General Services Agency - City Admin",351,"Municipal Executive Association - Miscellaneous","0900","Management","0931","Manager III",11246,111617.43,0,0,111617.43,19940.85,9774.79,13674.31,43389.95,155007.38
"Calendar",2016,4,"Community Health","DPH","Public Health",791,"SEIU - Staff and Per Diem Nurses, Local 1021","2300","Nursing","P103","Special Nurse",34050,10012.77,0,0,10012.77,47.06,826.35,760.12,1633.53,11646.3
"Calendar",2016,3,"Human Welfare & Neighborhood Development","DSS","Human Services",535,"SEIU - Human Services, Local 1021","2900","Human Services","2905","Senior Eligibility Worker",13301,64581.64,21.49,120,64723.13,11917.2,13890.5,5282.41,31090.11,95813.24
"Calendar",2016,4,"Community Health","DPH","Public Health",21,"Prof & Tech Engineers - Miscellaneous, Local 21","2500","Med Therapy & Auxiliary","2591","Health Program Coordinator 2",17423,79472.7,0,0,79472.7,11289.03,13427.48,6426.93,31143.44,110616.14
"Calendar",2016,3,"Human Welfare & Neighborhood Development","DSS","Human Services",790,"SEIU - Miscellaneous, Local 1021","9900","Public Service Aide","9910","Public Service Trainee",34075,2133.75,0,3.98,2137.73,0,964.62,181.35,1145.97,3283.7
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",200,"Transportation Workers, Local 200","9100","Street Transit","9139","Transit Supervisor",9604,89194.69,1633.43,3520.47,94348.59,16952.91,13500.92,7740.24,38194.07,132542.66
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",31424,48578.79,4928.86,650.53,54158.18,11087.09,13629.54,3882.21,28598.84,82757.02
"Calendar",2016,4,"Community Health","DPH","Public Health",21,"Prof & Tech Engineers - Miscellaneous, Local 21","2100","Hospital Administration","2119","Health Care Analyst",16629,23864,0,0,23864,4350.4,4115.7,1888.48,10354.58,34218.58
"Calendar",2016,4,"Community Health","DPH","Public Health",164,"Physicians and Dentists - Miscellaneous","2200","Medical & Dental","2232","Senior Physician Specialist",32742,247405.31,0,0,247405.31,44391.03,13890.5,11527.8,69809.33,317214.64
"Calendar",2016,2,"Public Works, Transportation & Commerce","AIR","Airport Commission",104,"Sheet Metal Workers, Local 104","6200","Public Safety Inspection","6235","Heating/Ventilating Inspector",6702,121983.25,3810.1,2439.66,128233.01,22324.8,13890.5,10240.6,46455.9,174688.91
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",36917,45635.18,5282.84,573.12,51491.14,11183.23,13346.38,3866.17,28395.78,79886.92
"Calendar",2016,5,"Culture & Recreation","REC","Recreation and Park Commission",790,"SEIU - Miscellaneous, Local 1021","2700","Housekeeping & Laundry","2708","Custodian",13914,20343.5,2840.11,18.35,23201.96,0,5607.64,1800.84,7408.48,30610.44
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",37964,13516.71,449.78,259.59,14226.08,2975.21,4220.45,1090.6,8286.26,22512.34
"Calendar",2016,1,"Public Protection","POL","Police",911,"Police Officers' Association","Q000","Police Services","Q003","Police Officer 2",47935,123409.44,13696.86,8502.32,145608.62,21696.28,13884.06,2498.48,38078.82,183687.44
"Calendar",2016,1,"Public Protection","FIR","Fire Department",798,"Firefighters - Miscellaneous, Local 798","H000","Fire Services","H003","EMT/Paramedic/Firefighter",8910,97187,13833.11,5830.11,116850.22,18495.66,13993.39,1953.21,34442.26,151292.48
"Calendar",2016,4,"Community Health","DPH","Public Health",21,"Prof & Tech Engineers - Miscellaneous, Local 21","1000","Information Systems","1054","IS Business Analyst-Principal",13982,118460.31,0,82.87,118543.18,21549.35,13890.5,9457.34,44897.19,163440.37
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",41765,70015.62,3492.29,898.41,74406.32,16040.08,14097.95,5377.4,35515.43,109921.75
"Calendar",2016,6,"General Administration & Finance","MYR","Mayor",2,"Management Unrepresented Employees","0900","Management","0887","Mayoral Staff VII",44213,33939.2,0,0,33939.2,6231.72,5864.88,6556.52,18653.12,52592.32
"Calendar",2016,3,"Human Welfare & Neighborhood Development","DSS","Human Services",21,"Prof & Tech Engineers - Miscellaneous, Local 21","1000","Information Systems","1054","IS Business Analyst-Principal",43732,133887.65,0,0,133887.65,24033.87,13237.45,10368.46,47639.78,181527.43
"Calendar",2016,6,"General Administration & Finance","MYR","Mayor",790,"SEIU - Miscellaneous, Local 1021","9700","Community Development","9774","Sr Community Devl Spc 1",10144,103874.21,0,0,103874.21,19136.35,13890.51,8506.64,41533.5,145407.71
"Calendar",2016,2,"Public Works, Transportation & Commerce","HHP","PUC Hetch Hetchy",790,"SEIU - Miscellaneous, Local 1021","9900","Public Service Aide","9914","Public Service Aide-Admin",45796,20820.61,151.1,0,20971.71,1120.76,7093.17,1627.74,9841.67,30813.38
"Calendar",2016,3,"Human Welfare & Neighborhood Development","DSS","Human Services",535,"SEIU - Human Services, Local 1021","2900","Human Services","2940","Protective Services Worker",3399,83302.86,61.54,4.1,83368.5,15345.94,13890.5,6636.53,35872.97,119241.47
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",6159,48363.06,917.27,786.7,50067.03,9662.02,9738.46,3824.72,23225.2,73292.23
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",28007,39013.9,6601.39,2079.03,47694.32,9531.61,7923.76,3574.53,21029.9,68724.22
"Calendar",2016,6,"General Administration & Finance","ADM","General Services Agency - City Admin",252,"Transport Workers - Auto Svc Workers, Local 250-A","7400","Skilled Labor","7410","Automotive Service Worker",36112,71179.3,0,0,71179.3,13113.14,13890.5,5644.05,32647.69,103826.99
"Calendar",2016,4,"Community Health","DPH","Public Health",790,"SEIU - Miscellaneous, Local 1021","2500","Med Therapy & Auxiliary","2587","Health Worker 3",26947,48275.01,0,0,48275.01,3284.32,11163.84,3765.86,18214.02,66489.03
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",254,"Transport Workers - Fare Inspectors, Local 250-A","9100","Street Transit","9132","Transit Fare Inspector",24418,50463.31,2309.73,964.64,53737.68,10947.55,9996.65,4371.2,25315.4,79053.08
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",790,"SEIU - Miscellaneous, Local 1021","1400","Clerical, Secretarial & Steno","1446","Secretary 2",47,73634.72,0,693,74327.72,13693.16,13890.5,6108.9,33692.56,108020.28
"Calendar",2016,4,"Community Health","DPH","Public Health",791,"SEIU - Staff and Per Diem Nurses, Local 1021","2300","Nursing","2320","Registered Nurse",21103,5538,0,4100.89,9638.89,1004.04,514.46,782.54,2301.04,11939.93
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",6,"Electrical Workers, Local 6","7300","Journeyman Trade","7319","Electric Motor Repairer",28808,91542.27,26281.4,5359.7,123183.37,16999.07,13845.41,9841.56,40686.04,163869.41
"Calendar",2016,1,"Public Protection","POL","Police",911,"Police Officers' Association","Q000","Police Services","Q003","Police Officer 2",51571,112743.8,20688.63,10815.48,144247.91,20929.42,13890.51,2371.23,37191.16,181439.07
"Calendar",2016,2,"Public Works, Transportation & Commerce","DPW","General Services Agency - Public Works",21,"Prof & Tech Engineers - Miscellaneous, Local 21","5300","Sub-Professional Engineering","5380","Stdntdsgntrain1, Arch/Eng/Plng",42061,28776.14,0,0,28776.14,0,6932.38,2233.49,9165.87,37942.01
"Calendar",2016,1,"Public Protection","FIR","Fire Department",798,"Firefighters - Miscellaneous, Local 798","H000","Fire Services","H002","Firefighter",49388,107496.49,49183.52,13557.76,170237.77,21478.03,16822.93,2855.71,41156.67,211394.44
"Calendar",2016,6,"General Administration & Finance","ADM","General Services Agency - City Admin",790,"SEIU - Miscellaneous, Local 1021","1800","Budget, Admn & Stats Analysis","1842","Management Assistant",22482,51066.4,0,0,51066.4,9477.32,8231.41,4177.76,21886.49,72952.89
"Calendar",2016,2,"Public Works, Transportation & Commerce","DPW","General Services Agency - Public Works",1,"Miscellaneous Unrepresented Employees","9900","Public Service Aide","9916","Public Svc Aide-Public Works",32575,11203.63,0,0,11203.63,611.86,5064.88,904.75,6581.49,17785.12
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",40546,3486.1,0,0,3486.1,748.6,1080.37,262.47,2091.44,5577.54
"Calendar",2016,6,"General Administration & Finance","TTX","Treasurer/Tax Collector",790,"SEIU - Miscellaneous, Local 1021","1600","Payroll, Billing & Accounting","1634","Principal Account Clerk",46002,79130.4,314.91,0,79445.31,14583.73,13383.82,6610.47,34578.02,114023.33
"Calendar",2016,1,"Public Protection","JUV","Juvenile Probation",790,"SEIU - Miscellaneous, Local 1021","8300","Correction & Detention","8321","Counselor, Log Cabin Ranch",38892,27689.56,6771.63,975.45,35436.64,0,5743.33,2804.5,8547.83,43984.47
"Calendar",2016,5,"Culture & Recreation","REC","Recreation and Park Commission",261,"Laborers, Local 261","3400","Agriculture & Horticulture","3422","Park Section Supervisor",38800,93224.72,6259.22,1821.51,101305.45,17509.85,13890.49,7643.16,39043.5,140348.95
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",39,"Stationary Engineers, Local 39","7200","Supervisory-Labor & Trade","7262","Maintenance Planner",3357,57564.01,705.72,19551.28,77821.01,10436.4,6688.01,6278.09,23402.5,101223.51
"Calendar",2016,5,"Culture & Recreation","REC","Recreation and Park Commission",790,"SEIU - Miscellaneous, Local 1021","9900","Public Service Aide","9910","Public Service Trainee",14439,2596.5,0,11.38,2607.88,0,1311.88,202.41,1514.29,4122.17
"Calendar",2016,2,"Public Works, Transportation & Commerce","DPW","General Services Agency - Public Works",261,"Laborers, Local 261","7500","Semi-Skilled & General Labor","7514","General Laborer",45388,27060.8,844.89,1911.52,29817.21,5825.02,5350.41,2397.6,13573.03,43390.24
"Calendar",2016,5,"Culture & Recreation","REC","Recreation and Park Commission",790,"SEIU - Miscellaneous, Local 1021","3200","Recreation","3279","Recreation Leader",22108,295.8,0,0,295.8,0,77.17,22.95,100.12,395.92
"Calendar",2016,4,"Community Health","DPH","Public Health",858,"Teamsters - Supervising Nurses, Local 856","2300","Nursing","2322","Nurse Manager",10282,199017.33,137.72,983.46,200138.51,35875.65,13625.22,11626.77,61127.64,261266.15
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",18457,74029.7,31113.61,4273.74,109417.05,17771.41,14923.35,8572.48,41267.24,150684.29
"Calendar",2016,6,"General Administration & Finance","CAT","City Attorney",311,"Municipal Attorneys' Association","8100","Legal & Court","8177","Attorney (Civil/Criminal)",5783,147997.91,0,1500,149497.91,26822.14,13890.5,10680.16,51392.8,200890.71
"Calendar",2016,4,"Community Health","DPH","Public Health",250,"SEIU - Health Workers, Local 1021","2300","Nursing","2303","Patient Care Assistant",17098,75987.17,5272.73,3901.36,85161.26,14123.51,13885.68,6750.37,34759.56,119920.82
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",21,"Prof & Tech Engineers - Miscellaneous, Local 21","6100","Health & Sanitation Inspection","6130","Safety Analyst",30043,118390.1,0,0,118390.1,21806.8,13890.5,9550.79,45248.09,163638.19
"Calendar",2016,4,"Community Health","DPH","Public Health",1,"Miscellaneous Unrepresented Employees","1200","Personnel","1229","Special Examiner",9225,990.39,0,0,990.39,0,118.97,76.87,195.84,1186.23
"Calendar",2016,6,"General Administration & Finance","RET","Retirement System",21,"Prof & Tech Engineers - Miscellaneous, Local 21","1000","Information Systems","1054","IS Business Analyst-Principal",52073,141513.74,0,0,141513.74,25389.46,13890.5,10477.65,49757.61,191271.35
"Calendar",2016,4,"Community Health","DPH","Public Health",250,"SEIU - Health Workers, Local 1021","2700","Housekeeping & Laundry","2736","Porter",51064,53616.6,313.35,2130,56059.95,11428.12,13890.5,4516.89,29835.51,85895.46
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",7626,74701.69,3573.53,2365.89,80641.11,17471.67,15052.22,6057.33,38581.22,119222.33
"Calendar",2016,1,"Public Protection","FIR","Fire Department",798,"Firefighters - Miscellaneous, Local 798","H000","Fire Services","H022","Lieut,Fire Prev",27486,155841.11,7872.3,17761.21,181474.62,29387.19,13890.49,1778.8,45056.48,226531.1
"Calendar",2016,6,"General Administration & Finance","CON","Controller",351,"Municipal Executive Association - Miscellaneous","0900","Management","0931","Manager III",51980,147235.38,0,0,147235.38,26377.49,12089.88,17248.8,55716.17,202951.55
"Calendar",2016,1,"Public Protection","FIR","Fire Department",798,"Firefighters - Miscellaneous, Local 798","H000","Fire Services","H002","Firefighter",23770,80927.52,55363.58,8339.46,144630.56,15879.73,16977.28,2414.6,35271.61,179902.17
"Calendar",2016,5,"Culture & Recreation","REC","Recreation and Park Commission",790,"SEIU - Miscellaneous, Local 1021","1400","Clerical, Secretarial & Steno","1404","Clerk",31448,22364.7,0,0,22364.7,1539.77,6424.36,1750.3,9714.43,32079.13
"Calendar",2016,4,"Community Health","DPH","Public Health",790,"SEIU - Miscellaneous, Local 1021","9900","Public Service Aide","9924","PS Aide Health Services",43090,14440.27,0,0,14440.27,0,4765.21,1172,5937.21,20377.48
"Calendar",2016,2,"Public Works, Transportation & Commerce","DPW","General Services Agency - Public Works",261,"Laborers, Local 261","7400","Skilled Labor","7421","Sewer Maintenance Worker",50358,77305.1,2277.99,9263.36,88846.45,15961.72,13890.53,6856.27,36708.52,125554.97
"Calendar",2016,1,"Public Protection","JUV","Juvenile Probation",790,"SEIU - Miscellaneous, Local 1021","8300","Correction & Detention","8320","Counselor, Juvenile Hall",24933,73820.54,12424.52,2747.38,88992.44,18642.92,13656.8,1835.49,34135.21,123127.65
"Calendar",2016,4,"Community Health","DPH","Public Health",791,"SEIU - Staff and Per Diem Nurses, Local 1021","2300","Nursing","2328","Nurse Practitioner",5863,6743.39,0,147.82,6891.21,1249.37,0,545.8,1795.17,8686.38
